sample_name,assay_type,library_prep_date,library_protocol,library_version,tumor_stage,kit,operator,stool_dna_sm_id
SM-NR7J7,DNA-ex,6/26/26,,,,,,SM-OIR9R
SM-NO48K,DNA-ex,6/26/26,,,,,,SM-OIR8X
SM-NR88L,DNA-ex,6/26/26,,,,,,SM-OIR7X
SM-NR87M,DNA-ex,6/26/26,,,,,,SM-OIR7W
SM-NR87O,DNA-ex,6/26/26,,,,,,SM-OIR7H
SM-NR886,DNA-ex,6/26/26,,,,,,SM-OIR9Y
SM-NR87E,DNA-ex,6/26/26,,,,,,SM-OIR9D
SM-NR875,DNA-ex,6/26/26,,,,,,SM-OIR97
SM-NO3YS,DNA-ex,6/26/26,,,,,,SM-OIR7E
SM-NR88C,DNA-ex,6/26/26,,,,,,SM-OIR9X
SM-NO3ZO,DNA-ex,6/26/26,,,,,,SM-OIR86
SM-NO413,DNA-ex,6/26/26,,,,,,SM-OIR7D
SM-NR87V,DNA-ex,6/26/26,,,,,,SM-OIR84
SM-NO3YU,DNA-ex,6/26/26,,,,,,SM-OIR7U
SM-NO3ZQ,DNA-ex,6/26/26,,,,,,SM-OIR81
SM-NO411,DNA-ex,6/26/26,,,,,,SM-OIR8Y
SM-NO3ZB,DNA-ex,6/26/26,,,,,,SM-OIR8R
SM-NO48J,DNA-ex,6/26/26,,,,,,SM-OIR8U
SM-NO3ZL,DNA-ex,6/26/26,,,,,,SM-OIR9N
SM-NO47Y,DNA-ex,6/26/26,,,,,,SM-OIR87
SM-NO473,DNA-ex,6/26/26,,,,,,SM-OIR8G
SM-NO4N5,DNA-ex,6/26/26,,,,,,SM-OIR7N
SM-NO3ZU,DNA-ex,6/26/26,,,,,,SM-OIR7Q
SM-NO3YQ,DNA-ex,6/26/26,,,,,,SM-OIR7C
SM-NR881,DNA-ex,6/26/26,,,,,,SM-OIKRD
SM-NO3ZW,DNA-ex,6/26/26,,,,,,SM-OIKRE
SM-NO3YW,DNA-ex,6/26/26,,,,,,SM-OIKRH
SM-NO416,DNA-ex,6/26/26,,,,,,SM-OIKRI
SM-NO4H5,DNA-ex,6/26/26,,,,,,SM-OIKRL
SM-NO4H8,DNA-ex,6/26/26,,,,,,SM-OIKRM
SM-NO4GH,DNA-ex,6/26/26,,,,,,SM-OIKS2
SM-NO4HI,DNA-ex,6/26/26,,,,,,SM-OIKRF
SM-NO4HV,DNA-ex,6/26/26,,,,,,SM-OIKRG
SM-NO4H2,DNA-ex,6/26/26,,,,,,SM-OIKRJ
SM-NO4GT,DNA-ex,6/26/26,,,,,,SM-OIKRK
SM-NO4HQ,DNA-ex,6/26/26,,,,,,SM-OIKRN
SM-NO4HH,DNA-ex,6/26/26,,,,,,SM-OIKRO
SM-NO4HN,DNA-ex,6/26/26,,,,,,SM-OIKR8
SM-NO4MX,DNA-ex,6/26/26,,,,,,SM-OIKR9
SM-NO488,DNA-ex,6/26/26,,,,,,SM-OIKRQ
SM-NO485,DNA-ex,6/26/26,,,,,,SM-OIKRC
SM-NO48X,DNA-ex,6/26/26,,,,,,SM-OIKRB
SM-NO47O,DNA-ex,6/26/26,,,,,,SM-OIKRA
SM-N96R5,DNA-ex,6/26/26,,,,,,SM-OIKRP
SM-NR7IQ,DNA-ex,6/26/26,,,,,,SM-OIKRX
SM-NR7FH,DNA-ex,6/26/26,,,,,,SM-OIKRY
SM-NR7JI,DNA-ex,6/26/26,,,,,,SM-OIKRV
SM-NR7JC,DNA-ex,6/26/26,,,,,,SM-OIKRW
SM-NR7JK,DNA-ex,6/26/26,,,,,,SM-OIKRZ
SM-NR7K5,DNA-ex,6/26/26,,,,,,SM-OIKS1
SM-NR7FW,DNA-ex,6/26/26,,,,,,SM-OIKRU
SM-NR7FQ,DNA-ex,6/26/26,,,,,,SM-OIKRT
SM-NR7FU,DNA-ex,6/26/26,,,,,,SM-OIKRS
SM-NR7K9,DNA-ex,6/26/26,,,,,,SM-OIKRR
SM-NR7LG,DNA-ex,6/26/26,,,,,,SM-OIKS4
SM-NR7LE,DNA-ex,6/26/26,,,,,,SM-OIKS5
SM-NR7J2,DNA-ex,6/26/26,,,,,,SM-OIKS3
166_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
167_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
168_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
169_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
188_F2_D1_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
189_F2_D1_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
175_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
176_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
177_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
178_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
179_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
180_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
181_F1_D3_IR_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
182_F1_D3_IR_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
131_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
134_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
141_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
142_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
149_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
150_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
157_D3_CD3_KO,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
159_D3_CD3_WT,WholeTranscriptome RNASeq,5/22/26,Nextera XT,,,,Bihua,
SCXL-00007,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00008,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00009,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00010,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00011,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00012,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00013,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00014,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00015,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00016,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00017,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00018,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00019,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00020,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00021,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00022,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00023,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00024,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00025,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00026,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00027,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00028,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00029,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00030,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00031,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00032,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00033,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00034,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00035,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00036,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00037,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00038,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00039,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00040,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00041,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00042,3'GEX,5/20/26,CG000731_ChromiumGEM-X_SingleCell3_ReagentKits_v4_UserGuide_RevB,,,,Shane,
SCXL-00007,5'GEX,5/20/26,,,,,,
SCXL-00008,5'GEX,5/20/26,,,,,,
SCXL-00009,5'GEX,5/20/26,,,,,,
SCXL-00010,5'GEX,5/20/26,,,,,,
SCXL-00011,5'GEX,5/20/26,,,,,,
SCXL-00012,5'GEX,5/20/26,,,,,,
SCXL-00013,5'GEX,5/20/26,,,,,,
SCXL-00014,5'GEX,5/20/26,,,,,,
SCXL-00015,5'GEX,5/20/26,,,,,,
SCXL-00016,5'GEX,5/20/26,,,,,,
SCXL-00017,5'GEX,5/20/26,,,,,,
SCXL-00018,5'GEX,5/20/26,,,,,,
SCXL-00019,5'GEX,5/20/26,,,,,,
SCXL-00020,5'GEX,5/20/26,,,,,,
SCXL-00021,5'GEX,5/20/26,,,,,,
SCXL-00022,5'GEX,5/20/26,,,,,,
SCXL-00023,5'GEX,5/20/26,,,,,,
SCXL-00024,5'GEX,5/20/26,,,,,,
SCXL-00025,5'GEX,5/20/26,,,,,,
SCXL-00026,5'GEX,5/20/26,,,,,,
SCXL-00027,5'GEX,5/20/26,,,,,,
SCXL-00028,5'GEX,5/20/26,,,,,,
SCXL-00029,5'GEX,5/20/26,,,,,,
SCXL-00030,5'GEX,5/20/26,,,,,,
SCXL-00031,5'GEX,5/20/26,,,,,,
SCXL-00032,5'GEX,5/20/26,,,,,,
SCXL-00033,5'GEX,5/20/26,,,,,,
SCXL-00034,5'GEX,5/20/26,,,,,,
SCXL-00035,5'GEX,5/20/26,,,,,,
SCXL-00036,5'GEX,5/20/26,,,,,,
SCXL-00037,5'GEX,5/20/26,,,,,,
SCXL-00038,5'GEX,5/20/26,,,,,,
SCXL-00039,5'GEX,5/20/26,,,,,,
SCXL-00040,5'GEX,5/20/26,,,,,,
SCXL-00041,5'GEX,5/20/26,,,,,,
SCXL-00042,5'GEX,5/20/26,,,,,,
SCXL-00007,FBC,5/20/26,,,,,,
SCXL-00008,FBC,5/20/26,,,,,,
SCXL-00009,FBC,5/20/26,,,,,,
SCXL-00010,FBC,5/20/26,,,,,,
SCXL-00011,FBC,5/20/26,,,,,,
SCXL-00012,FBC,5/20/26,,,,,,
SCXL-00013,FBC,5/20/26,,,,,,
SCXL-00014,FBC,5/20/26,,,,,,
SCXL-00015,FBC,5/20/26,,,,,,
SCXL-00016,FBC,5/20/26,,,,,,
SCXL-00017,FBC,5/20/26,,,,,,
SCXL-00018,FBC,5/20/26,,,,,,
SCXL-00019,FBC,5/20/26,,,,,,
SCXL-00020,FBC,5/20/26,,,,,,
SCXL-00021,FBC,5/20/26,,,,,,
SCXL-00022,FBC,5/20/26,,,,,,
SCXL-00023,FBC,5/20/26,,,,,,
SCXL-00024,FBC,5/20/26,,,,,,
SCXL-00025,FBC,5/20/26,,,,,,
SCXL-00026,FBC,5/20/26,,,,,,
SCXL-00027,FBC,5/20/26,,,,,,
SCXL-00028,FBC,5/20/26,,,,,,
SCXL-00029,FBC,5/20/26,,,,,,
SCXL-00030,FBC,5/20/26,,,,,,
SCXL-00031,FBC,5/20/26,,,,,,
SCXL-00032,FBC,5/20/26,,,,,,
SCXL-00033,FBC,5/20/26,,,,,,
SCXL-00034,FBC,5/20/26,,,,,,
SCXL-00035,FBC,5/20/26,,,,,,
SCXL-00036,FBC,5/20/26,,,,,,
SCXL-00037,FBC,5/20/26,,,,,,
SCXL-00038,FBC,5/20/26,,,,,,
SCXL-00039,FBC,5/20/26,,,,,,
SCXL-00040,FBC,5/20/26,,,,,,
SCXL-00041,FBC,5/20/26,,,,,,
SCXL-00042,FBC,5/20/26,,,,,,
